AdmYear,AdmQuarter,AdmMonth,Date,PrimaryCategory,CCS.CATEGORY.DESCRIPTION,totalCases
2018,2,6,2018-06-01,Diseases of the digestive system,Peripheral and visceral atherosclerosis,1
2018,2,6,2018-06-01,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,1
2018,2,6,2018-06-01,Diseases of the genitourinary system,Acute and unspecified renal failure,1
2018,2,6,2018-06-01,Diseases of the genitourinary system,Calculus of urinary tract,2
2018,2,6,2018-06-01,Diseases of the genitourinary system,Endometriosis,1
2018,2,6,2018-06-01,Diseases of the genitourinary system,Urinary tract infections,2
2018,2,6,2018-06-01,Diseases of the musculoskeletal system and connective tissue,Gout and other crystal arthropathies,1
2018,2,6,2018-06-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,3
2018,2,6,2018-06-01,Diseases of the musculoskeletal system and connective tissue,Other non-traumatic joint disorders,1
2018,2,6,2018-06-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,3
2018,2,6,2018-06-01,Diseases of the nervous system,Epilepsy; convulsions,1
2018,2,6,2018-06-01,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,5
2018,2,6,2018-06-01,Diseases of the respiratory system,Acute and chronic tonsillitis,1
2018,2,6,2018-06-01,Diseases of the respiratory system,Acute bronchitis,1
2018,2,6,2018-06-01,Diseases of the respiratory system,Aspiration pneumonitis; food/vomitus,2
2018,2,6,2018-06-01,Diseases of the respiratory system,Asthma,4
2018,2,6,2018-06-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,1
2018,2,6,2018-06-01,Diseases of the respiratory system,Other upper respiratory infections,2
2018,2,6,2018-06-01,Diseases of the respiratory system,Pleurisy; pneumothorax; pulmonary collapse,1
2018,2,6,2018-06-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),2
2018,2,6,2018-06-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,2
2018,2,6,2018-06-01,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,3
2018,2,6,2018-06-01,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,3
2018,2,6,2018-06-01,"Endocrine, nutritional and metabolic diseases",Other endocrine disorders,2
2018,2,6,2018-06-01,"Endocrine, nutritional and metabolic diseases",Other nutritional; endocrine; and metabolic disorders,1
2018,2,6,2018-06-01,External causes of morbidity and mortality,,9
2018,2,6,2018-06-01,Factors influencing health status and contact with health services,Immunizations and screening for infectious disease,1
2018,2,6,2018-06-01,Factors influencing health status and contact with health services,Maintenance chemotherapy; radiotherapy,1
2018,2,6,2018-06-01,Factors influencing health status and contact with health services,Residual codes; unclassified,2
2018,2,6,2018-06-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,8
2018,2,6,2018-06-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,3
2018,2,6,2018-06-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),1
2018,2,6,2018-06-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of head; neck; and trunk,1
2018,2,6,2018-06-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,3
2018,2,6,2018-06-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,2
2018,2,6,2018-06-01,"Injury, poisoning and certain other consequences of external causes",Poisoning by other medications and drugs,2
2018,2,6,2018-06-01,Mental and behavioural disorders,,4
2018,2,6,2018-06-01,Neoplasms,Cancer of head and neck,1
2018,2,6,2018-06-01,Neoplasms,Cancer of pancreas,1
2018,2,6,2018-06-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,4
2018,2,6,2018-06-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,7
2018,2,6,2018-06-01,"Pregnancy, childbirth and the puerperium",Other complications of birth; puerperium affecting management of mother,2
2018,2,6,2018-06-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,3
2018,2,6,2018-06-01,"Pregnancy, childbirth and the puerperium",Other pregnancy and delivery including normal,1
2018,2,6,2018-06-01,"Pregnancy, childbirth and the puerperium",Spontaneous abortion,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,8
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,3
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Diseases of mouth; excluding dental,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,4
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,3
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Malaise and fatigue,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,3
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,10
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other circulatory disease,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other gastrointestinal disorders,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,6
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,1
2018,2,6,2018-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,8
2018,3,7,2018-07-01,Certain infectious and parasitic diseases,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),1
2018,3,7,2018-07-01,Certain infectious and parasitic diseases,Intestinal infection,16
2018,3,7,2018-07-01,Certain infectious and parasitic diseases,Septicemia (except in labor),3
2018,3,7,2018-07-01,Certain infectious and parasitic diseases,Viral infection,2
2018,3,7,2018-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,5
2018,3,7,2018-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Sickle cell anemia,1
2018,3,7,2018-07-01,Diseases of the circulatory system,Acute cerebrovascular disease,1
2018,3,7,2018-07-01,Diseases of the circulatory system,Acute myocardial infarction,2
2018,3,7,2018-07-01,Diseases of the circulatory system,Cardiac dysrhythmias,6
2018,3,7,2018-07-01,Diseases of the circulatory system,Conduction disorders,4
2018,3,7,2018-07-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,7
2018,3,7,2018-07-01,Diseases of the circulatory system,Coronary atherosclerosis and other heart disease,1
2018,3,7,2018-07-01,Diseases of the circulatory system,Essential hypertension,1
2018,3,7,2018-07-01,Diseases of the circulatory system,Heart valve disorders,1
2018,3,7,2018-07-01,Diseases of the circulatory system,Hypertension with complications and secondary hypertension,1
2018,3,7,2018-07-01,Diseases of the circulatory system,Other circulatory disease,2
2018,3,7,2018-07-01,Diseases of the circulatory system,Other diseases of veins and lymphatics,2
2018,3,7,2018-07-01,Diseases of the circulatory system,Peripheral and visceral atherosclerosis,3
2018,3,7,2018-07-01,Diseases of the digestive system,,1
2018,3,7,2018-07-01,Diseases of the digestive system,Anal and rectal conditions,5
2018,3,7,2018-07-01,Diseases of the digestive system,Biliary tract disease,2
2018,3,7,2018-07-01,Diseases of the digestive system,Diverticulosis and diverticulitis,5
2018,3,7,2018-07-01,Diseases of the digestive system,Esophageal disorders,3
2018,3,7,2018-07-01,Diseases of the digestive system,Gastritis and duodenitis,4
2018,3,7,2018-07-01,Diseases of the digestive system,Gastrointestinal hemorrhage,2
2018,3,7,2018-07-01,Diseases of the digestive system,Intestinal obstruction without hernia,1
2018,3,7,2018-07-01,Diseases of the digestive system,Noninfectious gastroenteritis,2
2018,3,7,2018-07-01,Diseases of the digestive system,Pancreatic disorders (not diabetes),1
2018,3,7,2018-07-01,Diseases of the digestive system,Peritonitis and intestinal abscess,1
2018,3,7,2018-07-01,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,2
2018,3,7,2018-07-01,Diseases of the genitourinary system,Acute and unspecified renal failure,2
2018,3,7,2018-07-01,Diseases of the genitourinary system,Calculus of urinary tract,3
2018,3,7,2018-07-01,Diseases of the genitourinary system,Inflammatory diseases of female pelvic organs,1
2018,3,7,2018-07-01,Diseases of the genitourinary system,Nephritis; nephrosis; renal sclerosis,1
2018,3,7,2018-07-01,Diseases of the genitourinary system,Poisoning by other medications and drugs,1
2018,3,7,2018-07-01,Diseases of the genitourinary system,Urinary tract infections,4
2018,3,7,2018-07-01,Diseases of the musculoskeletal system and connective tissue,Acquired foot deformities,1
2018,3,7,2018-07-01,Diseases of the musculoskeletal system and connective tissue,Gout and other crystal arthropathies,1
2018,3,7,2018-07-01,Diseases of the musculoskeletal system and connective tissue,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1
2018,3,7,2018-07-01,Diseases of the musculoskeletal system and connective tissue,Osteoarthritis,4
2018,3,7,2018-07-01,Diseases of the musculoskeletal system and connective tissue,Other bone disease and musculoskeletal deformities,1
2018,3,7,2018-07-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,5
2018,3,7,2018-07-01,Diseases of the musculoskeletal system and connective tissue,Other non-traumatic joint disorders,2
2018,3,7,2018-07-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,1
2018,3,7,2018-07-01,Diseases of the nervous system,Headache; including migraine,2
2018,3,7,2018-07-01,Diseases of the nervous system,Other nervous system disorders,1
2018,3,7,2018-07-01,Diseases of the nervous system,Parkinson`s disease,1
2018,3,7,2018-07-01,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,4
2018,3,7,2018-07-01,Diseases of the respiratory system,Acute and chronic tonsillitis,5
2018,3,7,2018-07-01,Diseases of the respiratory system,Acute bronchitis,3
2018,3,7,2018-07-01,Diseases of the respiratory system,Asthma,3
2018,3,7,2018-07-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,1
2018,3,7,2018-07-01,Diseases of the respiratory system,Lung disease due to external agents,1
2018,3,7,2018-07-01,Diseases of the respiratory system,Other lower respiratory disease,1
2018,3,7,2018-07-01,Diseases of the respiratory system,Other upper respiratory infections,2
2018,3,7,2018-07-01,Diseases of the respiratory system,Pleurisy; pneumothorax; pulmonary collapse,2
2018,3,7,2018-07-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),3
2018,3,7,2018-07-01,Diseases of the respiratory system,Respiratory failure; insufficiency; arrest (adult),1
2018,3,7,2018-07-01,Diseases of the skin and subcutaneous tissue,Other inflammatory condition of skin,1
2018,3,7,2018-07-01,Diseases of the skin and subcutaneous tissue,Other skin disorders,1
2018,3,7,2018-07-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,3
2018,3,7,2018-07-01,"Endocrine, nutritional and metabolic diseases",Diabetes mellitus without complication,4
2018,3,7,2018-07-01,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,5
2018,3,7,2018-07-01,External causes of morbidity and mortality,,14
2018,3,7,2018-07-01,Factors influencing health status and contact with health services,Residual codes; unclassified,5
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Complications of surgical procedures or medical care,1
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,9
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,4
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),4
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,3
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of extremities,1
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of head; neck; and trunk,1
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,2
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,6
2018,3,7,2018-07-01,"Injury, poisoning and certain other consequences of external causes",Poisoning by nonmedicinal substances,1
2018,3,7,2018-07-01,Mental and behavioural disorders,,3
2018,3,7,2018-07-01,Neoplasms,Cancer of bronchus; lung,2
2018,3,7,2018-07-01,Neoplasms,Cancer of colon,1
2018,3,7,2018-07-01,"Pregnancy, childbirth and the puerperium",Fetal distress and abnormal forces of labor,1
2018,3,7,2018-07-01,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,1
2018,3,7,2018-07-01,"Pregnancy, childbirth and the puerperium",Hypertension complicating pregnancy; childbirth and the puerperium,2
2018,3,7,2018-07-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,10
2018,3,7,2018-07-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,5
2018,3,7,2018-07-01,"Pregnancy, childbirth and the puerperium",Spontaneous abortion,1
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,9
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,1
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,2
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Diabetes mellitus without complication,1
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,1
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,3
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,4
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Malaise and fatigue,2
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,2
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,12
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other gastrointestinal disorders,1
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other liver diseases,1
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,5
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nervous system disorders,1
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nutritional; endocrine; and metabolic disorders,2
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,3
2018,3,7,2018-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,7
2018,3,8,2018-08-01,Certain infectious and parasitic diseases,Intestinal infection,12
2018,3,8,2018-08-01,Certain infectious and parasitic diseases,Other infections; including parasitic,1
2018,3,8,2018-08-01,Certain infectious and parasitic diseases,Septicemia (except in labor),1
2018,3,8,2018-08-01,Certain infectious and parasitic diseases,Viral infection,2
2018,3,8,2018-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other hematologic conditions,1
2018,3,8,2018-08-01,Diseases of the circulatory system,Acute cerebrovascular disease,2
2018,3,8,2018-08-01,Diseases of the circulatory system,Acute myocardial infarction,1
2018,3,8,2018-08-01,Diseases of the circulatory system,Cardiac dysrhythmias,3
2018,3,8,2018-08-01,Diseases of the circulatory system,Conduction disorders,1
2018,3,8,2018-08-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,2
2018,3,8,2018-08-01,Diseases of the circulatory system,Essential hypertension,1
2018,3,8,2018-08-01,Diseases of the circulatory system,Lymphadenitis,1
2018,3,8,2018-08-01,Diseases of the circulatory system,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),1
2018,3,8,2018-08-01,Diseases of the circulatory system,Phlebitis; thrombophlebitis and thromboembolism,1
2018,3,8,2018-08-01,Diseases of the circulatory system,Pulmonary heart disease,2
2018,3,8,2018-08-01,Diseases of the digestive system,,1
2018,3,8,2018-08-01,Diseases of the digestive system,Anal and rectal conditions,11
2018,3,8,2018-08-01,Diseases of the digestive system,Appendicitis and other appendiceal conditions,2
2018,3,8,2018-08-01,Diseases of the digestive system,Biliary tract disease,3
2018,3,8,2018-08-01,Diseases of the digestive system,Disorders of teeth and jaw,3
2018,3,8,2018-08-01,Diseases of the digestive system,Esophageal disorders,1
2018,3,8,2018-08-01,Diseases of the digestive system,Gastritis and duodenitis,4
2018,3,8,2018-08-01,Diseases of the digestive system,Gastroduodenal ulcer (except hemorrhage),1
2018,3,8,2018-08-01,Diseases of the digestive system,Intestinal obstruction without hernia,1
2018,3,8,2018-08-01,Diseases of the digestive system,Noninfectious gastroenteritis,6
2018,3,8,2018-08-01,Diseases of the digestive system,Other liver diseases,1
2018,3,8,2018-08-01,Diseases of the ear and mastoid process,Conditions associated with dizziness or vertigo,2
2018,3,8,2018-08-01,Diseases of the eye and adnexa,Blindness and vision defects,1
2018,3,8,2018-08-01,Diseases of the eye and adnexa,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),1
2018,3,8,2018-08-01,Diseases of the genitourinary system,Acute and unspecified renal failure,1
2018,3,8,2018-08-01,Diseases of the genitourinary system,Calculus of urinary tract,6
2018,3,8,2018-08-01,Diseases of the genitourinary system,Other female genital disorders,1
2018,3,8,2018-08-01,Diseases of the genitourinary system,Ovarian cyst,1
2018,3,8,2018-08-01,Diseases of the genitourinary system,Urinary tract infections,15
2018,3,8,2018-08-01,Diseases of the musculoskeletal system and connective tissue,Gout and other crystal arthropathies,1
2018,3,8,2018-08-01,Diseases of the musculoskeletal system and connective tissue,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),1
2018,3,8,2018-08-01,Diseases of the musculoskeletal system and connective tissue,Osteoarthritis,1
2018,3,8,2018-08-01,Diseases of the musculoskeletal system and connective tissue,Other connective tissue disease,2
2018,3,8,2018-08-01,Diseases of the musculoskeletal system and connective tissue,Other non-traumatic joint disorders,1
2018,3,8,2018-08-01,Diseases of the musculoskeletal system and connective tissue,Spondylosis; intervertebral disc disorders; other back problems,4
2018,3,8,2018-08-01,Diseases of the nervous system,Acute cerebrovascular disease,1
2018,3,8,2018-08-01,Diseases of the nervous system,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),1
2018,3,8,2018-08-01,Diseases of the nervous system,Epilepsy; convulsions,1
2018,3,8,2018-08-01,Diseases of the nervous system,Headache; including migraine,1
2018,3,8,2018-08-01,Diseases of the nervous system,Other nervous system disorders,1
2018,3,8,2018-08-01,Diseases of the nervous system,Retinal detachments; defects; vascular occlusion; and retinopathy,2
2018,3,8,2018-08-01,Diseases of the respiratory system,Acute and chronic tonsillitis,2
2018,3,8,2018-08-01,Diseases of the respiratory system,Acute bronchitis,4
2018,3,8,2018-08-01,Diseases of the respiratory system,Asthma,2
2018,3,8,2018-08-01,Diseases of the respiratory system,Chronic obstructive pulmonary disease and bronchiectasis,6
2018,3,8,2018-08-01,Diseases of the respiratory system,Influenza,1
2018,3,8,2018-08-01,Diseases of the respiratory system,Other upper respiratory infections,16
2018,3,8,2018-08-01,Diseases of the respiratory system,Pleurisy; pneumothorax; pulmonary collapse,2
2018,3,8,2018-08-01,Diseases of the respiratory system,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),13
2018,3,8,2018-08-01,Diseases of the skin and subcutaneous tissue,Allergic reactions,1
2018,3,8,2018-08-01,Diseases of the skin and subcutaneous tissue,Skin and subcutaneous tissue infections,9
2018,3,8,2018-08-01,"Endocrine, nutritional and metabolic diseases",Fluid and electrolyte disorders,3
2018,3,8,2018-08-01,"Endocrine, nutritional and metabolic diseases",Nutritional deficiencies,1
2018,3,8,2018-08-01,"Endocrine, nutritional and metabolic diseases",Thyroid disorders,1
2018,3,8,2018-08-01,External causes of morbidity and mortality,,6
2018,3,8,2018-08-01,Factors influencing health status and contact with health services,Chronic kidney disease,1
2018,3,8,2018-08-01,Factors influencing health status and contact with health services,Immunizations and screening for infectious disease,1
2018,3,8,2018-08-01,Factors influencing health status and contact with health services,Medical examination/evaluation,2
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Complication of device; implant or graft,1
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Crushing injury or internal injury,8
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Fracture of lower limb,1
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Fracture of neck of femur (hip),3
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Fracture of upper limb,1
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Intracranial injury,2
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of extremities,3
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Open wounds of head; neck; and trunk,2
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Other fractures,5
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Other injuries and conditions due to external causes,5
2018,3,8,2018-08-01,"Injury, poisoning and certain other consequences of external causes",Superficial injury; contusion,2
2018,3,8,2018-08-01,Mental and behavioural disorders,,3
2018,3,8,2018-08-01,Neoplasms,Cancer of colon,1
2018,3,8,2018-08-01,Neoplasms,Cancer of other GI organs; peritoneum,1
2018,3,8,2018-08-01,Neoplasms,Cancer of pancreas,2
2018,3,8,2018-08-01,Neoplasms,Leukemias,2
2018,3,8,2018-08-01,"Pregnancy, childbirth and the puerperium",Early or threatened labor,1
2018,3,8,2018-08-01,"Pregnancy, childbirth and the puerperium",Hemorrhage during pregnancy; abruptio placenta; placenta previa,1
2018,3,8,2018-08-01,"Pregnancy, childbirth and the puerperium",Malposition; malpresentation,8
2018,3,8,2018-08-01,"Pregnancy, childbirth and the puerperium",Other complications of birth; puerperium affecting management of mother,2
2018,3,8,2018-08-01,"Pregnancy, childbirth and the puerperium",Other complications of pregnancy,1
2018,3,8,2018-08-01,"Pregnancy, childbirth and the puerperium",Spontaneous abortion,1
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Abdominal pain,9
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Cardiac dysrhythmias,2
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Conditions associated with dizziness or vertigo,1
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Diseases of mouth; excluding dental,5
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Epilepsy; convulsions,1
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Fever of unknown origin,3
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Genitourinary symptoms and ill-defined conditions,2
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Headache; including migraine,2
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nausea and vomiting,1
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Nonspecific chest pain,23
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other gastrointestinal disorders,1
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other lower respiratory disease,6
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nervous system disorders,2
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other nutritional; endocrine; and metabolic disorders,2
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Other skin disorders,3
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Residual codes; unclassified,8
2018,3,8,2018-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Syncope,5
2018,3,9,2018-09-01,Certain infectious and parasitic diseases,Intestinal infection,10
2018,3,9,2018-09-01,Certain infectious and parasitic diseases,Meningitis (except that caused by tuberculosis or sexually transmitted disease),1
2018,3,9,2018-09-01,Certain infectious and parasitic diseases,Septicemia (except in labor),4
2018,3,9,2018-09-01,Certain infectious and parasitic diseases,Viral infection,3
2018,3,9,2018-09-01,"Congenital malformations, deformations and chromosomal abnormalities",Digestive congenital anomalies,1
2018,3,9,2018-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Coagulation and hemorrhagic disorders,1
2018,3,9,2018-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Deficiency and other anemia,2
2018,3,9,2018-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Immunity disorders,1
2018,3,9,2018-09-01,Diseases of the circulatory system,Acute cerebrovascular disease,2
2018,3,9,2018-09-01,Diseases of the circulatory system,Acute myocardial infarction,2
2018,3,9,2018-09-01,Diseases of the circulatory system,Cardiac dysrhythmias,6
2018,3,9,2018-09-01,Diseases of the circulatory system,Congestive heart failure; nonhypertensive,2
2018,3,9,2018-09-01,Diseases of the circulatory system,Coronary atherosclerosis and other heart disease,1
2018,3,9,2018-09-01,Diseases of the circulatory system,Essential hypertension,2
2018,3,9,2018-09-01,Diseases of the circulatory system,Other circulatory disease,2
2018,3,9,2018-09-01,Diseases of the circulatory system,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),3
2018,3,9,2018-09-01,Diseases of the circulatory system,Phlebitis; thrombophlebitis and thromboembolism,1
2018,3,9,2018-09-01,Diseases of the digestive system,Anal and rectal conditions,11
2018,3,9,2018-09-01,Diseases of the digestive system,Appendicitis and other appendiceal conditions,2
2018,3,9,2018-09-01,Diseases of the digestive system,Biliary tract disease,9
2018,3,9,2018-09-01,Diseases of the digestive system,Diseases of mouth; excluding dental,1
2018,3,9,2018-09-01,Diseases of the digestive system,Disorders of teeth and jaw,1
2018,3,9,2018-09-01,Diseases of the digestive system,Diverticulosis and diverticulitis,1
2018,3,9,2018-09-01,Diseases of the digestive system,Gastritis and duodenitis,8
2018,3,9,2018-09-01,Diseases of the digestive system,Gastrointestinal hemorrhage,1
2018,3,9,2018-09-01,Diseases of the digestive system,Intestinal obstruction without hernia,5
2018,3,9,2018-09-01,Diseases of the digestive system,Noninfectious gastroenteritis,4
2018,3,9,2018-09-01,Diseases of the digestive system,Other liver diseases,1
