AdmYear,AdmMonth,PrimaryDiagnosis,totalCases
2019,April,Single spontaneous delivery,2
2019,April,Unknown and unspecified causes of morbidity (unknown diagnosis),2
2019,April,"Viral pneumonia, unspecified",2
2019,May,"Acute myocardial infarction, unspecified (MI) ST elevation (STEMI) and non-ST elevation Non-ST elevation (NSTEMI)",2
2019,May,"Allergy, unspecified",2
2019,May,Campylobacter enteritis,2
2019,May,Essential (primary) hypertension (HT),2
2019,May,Febrile convulsions,2
2019,May,"Fever, unspecified (PUO)",2
2019,May,Fracture of patella,2
2019,May,"Hypoglycaemia, unspecified",2
2019,May,"Local infection of skin and subcutaneous tissue, unspecified",2
2019,May,Low back pain,2
2019,May,Malaise and fatigue,2
2019,May,Mild hyperemesis gravidarum,2
2019,May,Other and unspecified abdominal pain,2
2019,May,Sepsis due to other Gram-negative organisms,2
2019,May,Syncope and collapse,2
2019,May,Unspecified diabetes mellitus (DM),2
2019,June,Abdominal and pelvic pain,2
2019,June,"Acute appendicitis, other and unspecified",2
2019,June,"Acute bronchiolitis, unspecified",2
2019,June,Acute tonsillitis,2
2019,June,"Antepartum haemorrhage, unspecified",2
2019,June,Ascites,2
2019,June,Chronic obstructive pulmonary disease with acute lower respiratory infection (COAD),2
2019,June,Delivery by emergency caesarean section (LSCS emergency),2
2019,June,Fracture of lower end of radius,2
2019,June,Gastro-oesophageal reflux disease without oesophagitis (GORD / GERD),2
2019,June,Haematemesis,2
2019,June,Labour and delivery complicated by fetal stress [distress],2
2019,June,"Lobar pneumonia, unspecified",2
2019,June,Malaise and fatigue,2
2019,June,Maternal care due to uterine scar from previous surgery,2
2019,June,Moderate alcohol intoxication,2
2019,June,Other and unspecified intestinal obstruction,2
2019,June,Other specified disorders of gingiva and edentulous alveolar ridge,2
2019,June,Palpitations,2
2019,June,Periapical abscess without sinus,2
2019,June,Retention of urine,2
2019,June,Unknown and unspecified causes of morbidity (unknown diagnosis),2
2019,June,Unspecified fall,2
2019,July,Acute cholecystitis,2
2019,July,"Acute renal failure, unspecified",2
2019,July,"Anaemia, unspecified",2
2019,July,Asthma,2
2019,July,"Asthma, unspecified",2
2019,July,Atrial fibrillation and flutter (AF),2
2019,July,Campylobacter enteritis,2
2019,July,"Cholecystitis, unspecified",2
2019,July,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified (COAD)",2
2019,July,Dyspnoea (SOB),2
2019,July,Essential (primary) hypertension (HT),2
2019,July,"Fall on same level from slipping, tripping and stumbling",2
2019,July,Fracture of lower end of humerus,2
2019,July,Fracture of patella,2
2019,July,Fracture of upper end of ulna,2
2019,July,Haematemesis,2
2019,July,Hypo-osmolality and hyponatraemia,2
2019,July,Labour and delivery complicated by fetal stress [distress],2
2019,July,Labyrinthitis,2
2019,July,Low back pain,2
2019,July,Melaena,2
2019,July,"Migraine, unspecified",2
2019,July,Other acute gastritis,2
2019,July,Other special examinations and investigations of persons without complaint or reported diagnosis,2
2019,July,Other specified noninfective gastroenteritis and colitis,2
2019,July,Palpitations,2
2019,July,Unknown and unspecified causes of morbidity (unknown diagnosis),2
2019,July,Wheezing,2
2019,August,Acute bronchitis,2
2019,August,Acute obstructive laryngitis [croup],2
2019,August,Acute pain,2
2019,August,"Acute tonsillitis, unspecified",2
2019,August,"Allergy, unspecified",2
2019,August,"Anaemia, unspecified",2
2019,August,"Bacterial pneumonia, not elsewhere classified",2
2019,August,"Bradycardia, unspecified",2
2019,August,Campylobacter enteritis,2
2019,August,Cellulitis,2
2019,August,Cellulitis of other parts of limb,2
2019,August,"Cerebral infarction, unspecified",2
2019,August,"Chronic obstructive pulmonary disease, unspecified (COAD)",2
2019,August,Dizziness and giddiness,2
2019,August,Effusion of joint,2
2019,August,Fracture of lower end of femur,2
2019,August,Fracture of lower end of radius,2
2019,August,Fracture of lumbar vertebra,2
2019,August,Fracture of patella,2
2019,August,Fracture of thoracic vertebra,2
2019,August,Haemorrhoids,2
2019,August,Malaise and fatigue,2
2019,August,Maternal care for breech presentation,2
2019,August,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",2
2019,August,"Noninfective gastroenteritis and colitis, unspecified (IBD)",2
2019,August,Other and unspecified gastroenteritis and colitis of infectious origin,2
2019,August,Pulmonary embolism,2
2019,September,Acute myocardial infarction (MI) ST elevation (STEMI) and non-ST elevation (NSTEMI),2
2019,September,Asthma,2
2019,September,Cellulitis of other parts of limb,2
2019,September,Cholangitis,2
2019,September,Crushing injury of thumb and other finger(s),2
2019,September,"Diverticular disease of intestine, part unspecified, with perforation and abscess",2
2019,September,Dizziness and giddiness,2
2019,September,Dyspnoea (SOB),2
2019,September,"Fever, unspecified (PUO)",2
2019,September,Haemoptysis,2
2019,September,Headache,2
2019,September,"Hyperglycaemia, unspecified",2
2019,September,Malaise and fatigue,2
2019,September,Maternal care due to uterine scar from previous surgery,2
2019,September,"Noninfective gastroenteritis and colitis, unspecified (IBD)",2
2019,September,Open wound of other parts of lower leg,2
2019,September,Other and unspecified symptoms and signs involving cognitive functions and awareness,2
2019,September,Other sepsis,2
2019,September,Phlebitis and thrombophlebitis of other deep vessels of lower extremities (DVT),2
2019,September,"Pneumonia, unspecified",2
2019,September,Primary inadequate contractions,2
2019,September,Unspecified dementia,2
2019,September,Vertigo of central origin,2
2019,October,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),2
2019,October,"Acute upper respiratory infection, unspecified (URTI)",2
2019,October,Agranulocytosis,2
2019,October,"Anaemia, unspecified",2
2019,October,"Angina pectoris, unspecified",2
2019,October,"Bradycardia, unspecified",2
2019,October,Caisson disease [decompression sickness],2
2019,October,"Cerebral infarction, unspecified",2
2019,October,"Chronic obstructive pulmonary disease, unspecified (COAD)",2
2019,October,Diverticular disease of intestine,2
2019,October,Dizziness and giddiness,2
2019,October,Fall involving bed,2
2019,October,"Fall on same level from slipping, tripping and stumbling",2
2019,October,"Fever, unspecified (PUO)",2
2019,October,"Fracture of lower leg, including ankle",2
2019,October,Fractures of other parts of lower leg,2
2019,October,Gestational [pregnancy-induced] hypertension without significant proteinuria,2
2019,October,Headache,2
2019,October,Hypo-osmolality and hyponatraemia,2
2019,October,Low back pain,2
2019,October,"Malignant neoplasm (Cancer / Carcinoma) of kidney, except renal pelvis",2
2019,October,Melaena,2
2019,October,Migraine,2
2019,October,"Migraine, unspecified",2
2019,October,Other bacterial pneumonia,2
2019,October,Retention of urine,2
2019,October,Special screening examination for neoplasm of intestinal tract,2
2019,October,Superficial injury of head,2
2019,October,Supraventricular tachycardia (SVT),2
2019,October,Toxic gastroenteritis and colitis,2
2019,October,Unspecified fall,2
2019,October,Unspecified haematuria,2
2019,October,Wheezing,2
2019,November,"Acute appendicitis, other and unspecified",2
2019,November,Acute renal failure,2
2019,November,"Asthma, unspecified",2
2019,November,"Disease of upper respiratory tract, unspecified",2
2019,November,Diverticular disease of intestine,2
2019,November,Fracture of lower end of humerus,2
2019,November,Herpesviral gingivostomatitis and pharyngotonsillitis,2
2019,November,Other chest pain,2
2019,November,"Pneumonia, organism unspecified",2
2019,November,Severe alcohol intoxication,2
2019,November,Superficial injury of scalp,2
2019,November,"Tachycardia, unspecified",2
2019,November,Unspecified fall,2
2019,November,Unspecified haematuria,2
2019,December,Accidental poisoning by and exposure to alcohol,2
2019,December,"Anaemia, unspecified",2
2019,December,Ascites,2
2019,December,"Cutaneous abscess, furuncle and carbuncle",2
2019,December,Dizziness and giddiness,2
2019,December,Dyspnoea (SOB),2
2019,December,"Fever, unspecified (PUO)",2
2019,December,Fracture of femur,2
2019,December,Gastroenteritis and colitis of unspecified origin,2
2019,December,Inflammatory disorders of scrotum,2
2019,December,Mastoiditis and related conditions,2
2019,December,Other and unspecified abdominal pain,2
2019,December,"Personal history of allergy, other than to drugs and biological substances",2
2019,December,Pulmonary oedema,2
2019,December,Senility,2
2019,December,Superficial injury of head,2
2019,December,Wheezing,2
2019,January,Acute appendicitis,1
2019,January,Acute bronchiolitis,1
2019,January,Acute bronchiolitis due to other specified organisms,1
2019,January,Acute bronchiolitis due to respiratory syncytial virus,1
2019,January,Acute bronchitis due to respiratory syncytial virus,1
2019,January,"Acute bronchitis, unspecified",1
2019,January,Acute myocardial infarction (MI) ST elevation (STEMI) and non-ST elevation (NSTEMI),1
2019,January,Acute nasopharyngitis [common cold],1
2019,January,"Acute renal failure, unspecified",1
2019,January,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2019,January,Acute tonsillitis,1
2019,January,"Acute tonsillitis, unspecified",1
2019,January,Acute tracheitis,1
2019,January,"Adenovirus infection, unspecified site",1
2019,January,Adjustment and management of other implanted devices [PEG] (change / dislodged / removal),1
2019,January,Alcoholic liver disease,1
2019,January,Allergic purpura,1
2019,January,"Allergy, unspecified",1
2019,January,Aortic (valve) stenosis with insufficiency,1
2019,January,Ascites,1
2019,January,"Asthma, unspecified",1
2019,January,"Bacterial pneumonia, not elsewhere classified",1
2019,January,Bifascicular block,1
2019,January,"Bradycardia, unspecified",1
2019,January,Cellulitis of face,1
2019,January,Cellulitis of other parts of limb,1
2019,January,"Cerebral infarction, unspecified",1
2019,January,Constipation,1
2019,January,"Delirium, unspecified",1
2019,January,"Delivery by caesarean section, unspecified (LSCS)",1
2019,January,Diverticular disease of large intestine without perforation or abscess,1
2019,January,Driver injured in collision with other and unspecified motor vehicles in traffic accident,1
2019,January,Dyspnoea (SOB),1
2019,January,Epistaxis,1
2019,January,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,1
2019,January,Fall on and from stairs and steps,1
2019,January,"False labour, unspecified",1
2019,January,Febrile convulsions,1
2019,January,"Fever, unspecified (PUO)",1
2019,January,Fluid overload,1
2019,January,"Fracture of lower leg, part unspecified",1
2019,January,Fracture of metatarsal bone,1
2019,January,Fracture of neck of femur,1
2019,January,Fracture of shaft of humerus,1
2019,January,Fracture of shafts of both ulna and radius,1
2019,January,Fracture of upper end of tibia,1
2019,January,"Gastritis, unspecified",1
2019,January,Gastro-oesophageal reflux disease without oesophagitis (GORD / GERD),1
2019,January,Gestational [pregnancy-induced] hypertension without significant proteinuria,1
2019,January,"Grand mal seizures, unspecified (with or without petit mal) (epilepsy)",1
2019,January,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,1
2019,January,"Haemophilus influenzae infection, unspecified site",1
2019,January,Hypo-osmolality and hyponatraemia,1
2019,January,Hypothermia,1
2019,January,"Hypothermia, not associated with low environmental temperature",1
2019,January,"Infections following infusion, transfusion and therapeutic injection",1
2019,January,Infectious mononucleosis,1
2019,January,Influenza due to other identified influenza virus,1
2019,January,"Influenza with other manifestations, other influenza virus identified",1
2019,January,"Influenza with other manifestations, virus not identified",1
2019,January,"Influenza with other respiratory manifestations, virus not identified",1
2019,January,Intestinal adhesions [bands] with obstruction,1
2019,January,Intracerebral haemorrhage,1
2019,January,"Lobar pneumonia, unspecified",1
2019,January,Low back pain,1
2019,January,Mechanical complication of internal fixation device of other bones,1
2019,January,Melaena,1
2019,January,Multiple injuries of head,1
2019,January,Multiple injuries of thorax,1
2019,January,Non-insulin-dependent diabetes mellitus (NIDDM): With other specified complications,1
2019,January,Non-insulin-dependent diabetes mellitus (NIDDM): Without complications,1
2019,January,Other and unspecified ovarian cysts,1
2019,January,Other coagulation defects,1
2019,January,Other gastritis,1
2019,January,Other hypoglycaemia,1
2019,January,Other postprocedural disorders of genitourinary system,1
2019,January,Other sepsis,1
2019,January,Other specified fever,1
2019,January,Other specified noninfective gastroenteritis and colitis,1
2019,January,Other specified sepsis,1
2019,January,Pain in limb,1
2019,January,Pain localized to other parts of lower abdomen,1
2019,January,"Pain, unspecified",1
2019,January,Pericarditis in other diseases classified elsewhere,1
2019,January,Person awaiting admission to adequate facility elsewhere (social case),1
2019,January,Personal history of long-term (current) use of anticoagulants,1
2019,January,Pertrochanteric fracture,1
2019,January,Phlebitis and thrombophlebitis of other deep vessels of lower extremities (DVT),1
2019,January,Pilonidal cyst with abscess,1
2019,January,"Pleural effusion, not elsewhere classified",1
2019,January,Pneumonitis due to food and vomit (aspiration pneumonia),1
2019,January,Primary generalized (osteo)arthrosis,1
2019,January,Problems related to social environment,1
2019,January,Pulmonary oedema,1
2019,January,Retention of urine,1
2019,January,Single spontaneous delivery,1
2019,January,"Tendency to fall, not elsewhere classified",1
2019,January,Unknown and unspecified causes of morbidity (unknown diagnosis),1
2019,January,Unspecified adverse effect of drug or medicament,1
2019,January,Unspecified fall,1
2019,January,"Viral infection, unspecified",1
2019,January,"Viral pneumonia, unspecified",1
2019,February,Abnormal findings on diagnostic imaging of lung,1
2019,February,Abnormalities of gait and mobility,1
2019,February,Acute appendicitis,1
2019,February,"Acute appendicitis, other and unspecified",1
2019,February,Acute bronchitis,1
2019,February,"Acute bronchitis, unspecified",1
2019,February,Acute cholecystitis,1
2019,February,Acute cystitis,1
2019,February,Acute pain,1
2019,February,"Acute pericarditis, unspecified",1
2019,February,"Acute renal failure, unspecified",1
2019,February,Acute respiratory failure,1
2019,February,"Acute tonsillitis, unspecified",1
2019,February,Alcohol use,1
2019,February,Allergic purpura,1
2019,February,Allergic urticaria,1
2019,February,"Anaemia, unspecified",1
2019,February,"Anaphylactic shock, unspecified",1
2019,February,"Angina pectoris, unspecified",1
2019,February,Aortic (valve) stenosis,1
2019,February,"Aplastic anaemia, unspecified",1
2019,February,Ascites,1
2019,February,Bacterial infection of unspecified site,1
2019,February,"Bradycardia, unspecified",1
2019,February,Calculus of kidney and ureter,1
2019,February,Calculus of ureter,1
2019,February,Campylobacter enteritis,1
2019,February,Cellulitis of face,1
2019,February,Cellulitis of finger and toe,1
2019,February,Cellulitis of other parts of limb,1
2019,February,"Cerebral infarction, unspecified",1
2019,February,Cholangitis,1
2019,February,Constipation,1
2019,February,Contusion of knee,1
2019,February,"Cutaneous abscess, furuncle and carbuncle of trunk",1
2019,February,"Delirium, unspecified",1
2019,February,Dislocation of ankle joint,1
2019,February,Dislocation of knee,1
2019,February,"Diverticular disease of intestine, part unspecified, without perforation or abscess",1
2019,February,Dysphagia,1
2019,February,Dyspnoea (SOB),1
2019,February,Ectopic pregnancy,1
2019,February,Embolism and thrombosis of arteries of lower extremities,1
2019,February,"Encephalopathy, unspecified",1
2019,February,Epilepsy,1
2019,February,Fracture of lower end of humerus,1
2019,February,"Fracture of lower leg, including ankle",1
2019,February,Fracture of lumbar vertebra,1
2019,February,Fracture of neck of femur,1
2019,February,"Gastritis, unspecified",1
2019,February,"Hypoglycaemia, unspecified",1
2019,February,Infectious mononucleosis,1
2019,February,"Influenza with other manifestations, other influenza virus identified",1
2019,February,Insulin-dependent diabetes mellitus (IDDM): With ketoacidosis,1
2019,February,"Localized swelling, mass and lump, lower limb",1
2019,February,Low back pain,1
2019,February,Malaise and fatigue,1
2019,February,Maternal care for unstable lie,1
2019,February,Moderate alcohol intoxication,1
2019,February,Multiple fractures of lumbar spine and pelvis,1
2019,February,"Noninfective gastroenteritis and colitis, unspecified (IBD)",1
2019,February,Nonpyogenic thrombosis of intracranial venous system,1
2019,February,"Open wound of forearm, part unspecified",1
2019,February,Open wound of thigh,1
2019,February,Orchitis and epididymitis,1
2019,February,Other and unspecified ovarian cysts,1
2019,February,Other bacterial pneumonia,1
2019,February,Other faecal abnormalities,1
2019,February,"Other pneumonia, organism unspecified",1
2019,February,"Other specified complications of surgical and medical care, not elsewhere classified",1
2019,February,Other specified diseases of appendix,1
2019,February,Other specified disorders of muscle,1
2019,February,Pain localized to upper abdomen,1
2019,February,Palliative care,1
2019,February,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,1
2019,February,"Peptic ulcer, site unspecified: Chronic without haemorrhage or perforation",1
2019,February,"Pleural effusion, not elsewhere classified",1
2019,February,"Pneumonia, organism unspecified",1
2019,February,Pneumonitis due to food and vomit (aspiration pneumonia),1
2019,February,Pneumonitis due to other solids and liquids (aspiration pneumonia),1
2019,February,Pneumothorax,1
2019,February,Postpartum haemorrhage,1
2019,February,Problems related to social environment,1
2019,February,Pulmonary embolism,1
2019,February,Retention of urine,1
2019,February,Scarlet fever,1
2019,February,Sepsis due to unspecified staphylococcus,1
2019,February,Sialoadenitis,1
2019,February,"Stroke, not specified as haemorrhage or infarction (CVA)",1
2019,February,Subdural haemorrhage (acute)(nontraumatic),1
2019,February,Supraventricular tachycardia (SVT),1
2019,February,"Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",1
2019,February,Unknown and unspecified causes of morbidity (unknown diagnosis),1
2019,February,Unspecified diabetes mellitus (DM): Without complications,1
2019,February,Unspecified fall,1
2019,February,Unspecified haematuria,1
2019,February,Unspecified injury of head,1
2019,February,"Viral meningitis, unspecified",1
2019,March,Abnormal findings on diagnostic imaging of lung,1
2019,March,"Abnormality of forces of labour, unspecified",1
2019,March,Abscess of anal and rectal regions,1
2019,March,Abscess of lung with pneumonia,1
2019,March,Abscess of vulva,1
2019,March,Acute appendicitis,1
2019,March,"Acute appendicitis, other and unspecified",1
2019,March,Acute bronchiolitis due to respiratory syncytial virus,1
2019,March,"Acute bronchitis, unspecified",1
2019,March,Acute cholecystitis,1
2019,March,"Acute myocardial infarction, unspecified (MI) ST elevation (STEMI) and non-ST elevation Non-ST elevation (NSTEMI)",1
2019,March,Acute obstructive laryngitis [croup],1
2019,March,Acute pancreatitis,1
2019,March,Acute renal failure,1
2019,March,Acute sinusitis,1
2019,March,Adjustment and management of other implanted devices [PEG] (change / dislodged / removal),1
2019,March,Alcoholic fatty liver,1
2019,March,Allergic urticaria,1
2019,March,"Anaemia, unspecified",1
2019,March,"Anxiety disorder, unspecified",1
2019,March,Aortic (valve) stenosis,1
2019,March,Ascites,1
2019,March,Asthma,1
2019,March,"Asthma, unspecified",1
2019,March,"Bacterial pneumonia, not elsewhere classified",1
2019,March,"Bacterial pneumonia, unspecified",1
2019,March,Benign paroxysmal vertigo,1
2019,March,Calculus of bile duct without cholangitis or cholecystitis,1
2019,March,"Cholecystitis, unspecified",1
2019,March,"Chronic kidney disease, unspecified",1
2019,March,Chronic obstructive pulmonary disease with acute lower respiratory infection (COAD),1
2019,March,Congenital single renal cyst,1
2019,March,"Cutaneous abscess, furuncle and carbuncle of limb",1
2019,March,"Depressive episode, unspecified",1
2019,March,"Disease of upper respiratory tract, unspecified",1
2019,March,"Dislocation of elbow, unspecified",1
2019,March,Dislocation of shoulder joint,1
2019,March,"Disorientation, unspecified",1
2019,March,Diverticular disease of large intestine with perforation and abscess,1
2019,March,Diverticular disease of large intestine without perforation or abscess,1
2019,March,Dizziness and giddiness,1
2019,March,Drowning and submersion while in natural water,1
2019,March,Enteroviral vesicular stomatitis with exanthem,1
2019,March,Excessive and frequent menstruation with regular cycle,1
2019,March,Femoral hernia,1
2019,March,"Fever, unspecified (PUO)",1
2019,March,Flexion deformity,1
2019,March,Fracture of femur,1
2019,March,"Fracture of femur, part unspecified",1
2019,March,Fracture of lateral malleolus,1
2019,March,Fracture of lumbar vertebra,1
2019,March,Fracture of nasal bones,1
2019,March,Fracture of other and unspecified parts of wrist and hand,1
2019,March,Fracture of pubis,1
2019,March,Fracture of shaft of radius,1
2019,March,Fracture of shafts of both ulna and radius,1
2019,March,"Gangrene, not elsewhere classified",1
2019,March,Gastric ulcer,1
2019,March,Gastritis and duodenitis,1
2019,March,Generalized idiopathic epilepsy and epileptic syndromes,1
2019,March,Gout,1
2019,March,"Haemophilus influenzae infection, unspecified site",1
2019,March,Herpesviral gingivostomatitis and pharyngotonsillitis,1
2019,March,"Herpesviral infection, unspecified",1
2019,March,"Hyperglycaemia, unspecified",1
2019,March,"Hypotension, unspecified",1
2019,March,"Hypothyroidism, unspecified",1
2019,March,Influenza due to certain identified influenza virus,1
2019,March,Influenza due to other identified influenza virus,1
2019,March,"Influenza, virus not identified",1
2019,March,Inguinal hernia,1
2019,March,Injury of digital nerve of other finger,1
2019,March,"Injury, unspecified",1
2019,March,Insufficient social insurance and welfare support,1
2019,March,Insulin-dependent diabetes mellitus (IDDM): Without complications,1
2019,March,Intestinal adhesions [bands] with obstruction,1
2019,March,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,1
2019,March,Labyrinthitis,1
2019,March,Late vomiting of pregnancy,1
2019,March,"Lobar pneumonia, unspecified",1
2019,March,Lumbar and other intervertebral disc disorders with radiculopathy,1
2019,March,Malignant otitis externa,1
2019,March,Maternal care for unstable lie,1
2019,March,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances: Withdrawal state,1
2019,March,Mesothelioma,1
2019,March,Migraine,1
2019,March,"Migraine, unspecified",1
2019,March,Moderate alcohol intoxication,1
2019,March,Myalgia (muscle / musculoskeletal pain),1
2019,March,Nausea and vomiting,1
2019,March,Nephrotic syndrome: Other,1
2019,March,Non-insulin-dependent diabetes mellitus (NIDDM): With other specified complications,1
2019,March,Obesity,1
2019,March,Obstruction of bile duct,1
2019,March,Open wound of abdominal wall,1
2019,March,Open wound of finger(s) with damage to nail,1
2019,March,Open wound of finger(s) without damage to nail,1
2019,March,Other and unspecified convulsions,1
2019,March,Other and unspecified ovarian cysts,1
2019,March,Other bacterial infections of unspecified site,1
2019,March,Other difficulties with micturition,1
2019,March,Other disorders of veins,1
2019,March,Other fall on same level,1
2019,March,Other gastritis,1
2019,March,Other noninfective gastroenteritis and colitis,1
2019,March,Other sepsis,1
2019,March,"Other specified abdominal hernia with obstruction, without gangrene",1
2019,March,Other specified diseases of biliary tract,1
2019,March,Other specified haemorrhagic conditions,1
2019,March,Other specified peripheral vascular diseases,1
2019,March,Other specified pregnancy-related conditions,1
2019,March,Other symptoms and signs concerning food and fluid intake,1
2019,March,Pain localized to other parts of lower abdomen,1
2019,March,Palliative care,1
2019,March,Paralytic ileus,1
2019,March,"Peripheral vascular disease, unspecified",1
2019,March,Personal history (PH) of allergy to analgesic agent,1
2019,March,"Petit mal, unspecified, without grand mal seizures (epilepsy)",1
2019,March,Pneumonia due to Streptococcus pneumoniae,1
2019,March,Pneumonitis due to food and vomit (aspiration pneumonia),1
2019,March,"Poisoning: Other and unspecified drugs, medicaments and biological substances",1
2019,March,Portal vein thrombosis,1
2019,March,"Problem related to social environment, unspecified",1
2019,March,Problems related to social environment,1
2019,March,Prolonged second stage (of labour),1
2019,March,Pulmonary embolism,1
2019,March,"Spontaneous abortion: Complete or unspecified, without complication",1
2019,March,Subcutaneous fat necrosis due to birth injury,1
2019,March,Supraventricular tachycardia (SVT),1
2019,March,"Tachycardia, unspecified",1
2019,March,Traumatic subdural haemorrhage,1
2019,March,"Ulcerative colitis, unspecified",1
2019,March,Unspecified haematuria,1
2019,March,Unspecified injury of head,1
2019,March,Vascular syndromes of brain in cerebrovascular diseases,1
2019,March,"Viral infection, unspecified",1
2019,March,"Viral pneumonia, unspecified",1
2019,March,Volume depletion,1
2019,April,Abnormal results of kidney function studies,1
2019,April,Abscess of lung without pneumonia,1
2019,April,"Acute appendicitis, other and unspecified",1
2019,April,Acute bronchiolitis due to human metapneumovirus,1
2019,April,"Acute bronchitis, unspecified",1
2019,April,Acute myocardial infarction (MI) ST elevation (STEMI) and non-ST elevation (NSTEMI),1
2019,April,Acute subendocardial myocardial infarction (MI) Non-ST elevation (NSTEMI),1
2019,April,"Acute upper respiratory infection, unspecified (URTI)",1
2019,April,"Allergy, unspecified",1
2019,April,Anaemia in neoplastic disease,1
2019,April,Anal abscess,1
2019,April,Ascites,1
2019,April,"Asthma, unspecified",1
2019,April,Atopic dermatitis,1
2019,April,"Bacterial pneumonia, not elsewhere classified",1
2019,April,Benign paroxysmal vertigo,1
2019,April,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,1
2019,April,Bullous pemphigoid,1
2019,April,Calculus of gallbladder without cholecystitis,1
2019,April,Calculus of ureter,1
2019,April,Cardiovascular devices associated with adverse incidents: Diagnostic and monitoring devices,1
2019,April,Cellulitis of other parts of limb,1
2019,April,"Cerebral infarction, unspecified",1
2019,April,Cholelithiasis,1
2019,April,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified (COAD)",1
2019,April,Chronic obstructive pulmonary disease with acute lower respiratory infection (COAD),1
2019,April,Cramp and spasm,1
2019,April,"Cutaneous abscess, furuncle and carbuncle of limb",1
2019,April,"Cutaneous abscess, furuncle and carbuncle of other sites",1
2019,April,Delayed and secondary postpartum haemorrhage,1
2019,April,"Disease of biliary tract, unspecified",1
2019,April,Dislocation of shoulder joint,1
2019,April,"Diverticular disease of intestine, part unspecified, without perforation or abscess",1
2019,April,Diverticular disease of large intestine without perforation or abscess,1
2019,April,Dyspnoea (SOB),1
2019,April,Epilepsy,1
2019,April,"Epilepsy, unspecified",1
2019,April,Epistaxis,1
2019,April,Essential (primary) hypertension (HT),1
2019,April,"Failed trial of labour, unspecified",1
2019,April,Febrile convulsions,1
2019,April,Fracture of lateral malleolus,1
2019,April,Fracture of lower end of radius,1
2019,April,"Fracture of lower limb, level unspecified",1
2019,April,Fracture of nasal bones,1
2019,April,Fracture of second cervical vertebra,1
2019,April,Fracture of shaft of humerus,1
2019,April,Fracture of upper end of ulna,1
2019,April,Fractures of other parts of lower leg,1
2019,April,Gastric varices,1
2019,April,"Grand mal seizures, unspecified (with or without petit mal) (epilepsy)",1
2019,April,Haematemesis,1
2019,April,Haemoptysis,1
2019,April,Headache,1
2019,April,Herpesviral [herpes simplex] infections,1
2019,April,Impetigo,1
2019,April,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system",1
2019,April,Infectious mononucleosis,1
2019,April,Injury of flexor muscle and tendon of other finger at wrist and hand level,1
2019,April,"Iron deficiency anaemia, unspecified",1
2019,April,Irritable bowel syndrome,1
2019,April,Left sided colitis,1
2019,April,"Lobar pneumonia, unspecified",1
2019,April,Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures,1
2019,April,"Localized swelling, mass and lump, neck",1
2019,April,Lumbar and other intervertebral disc disorders with radiculopathy,1
2019,April,Malignant neoplasm (Cancer / Carcinoma) of other and ill-defined sites: Thorax,1
2019,April,"Malignant neoplasm (Cancer / Carcinoma): Breast, unspecified",1
2019,April,Maternal care for high head at term,1
2019,April,Melaena,1
2019,April,"Migraine, unspecified",1
2019,April,Motion sickness,1
2019,April,Multiple myeloma,1
2019,April,Obstructed labour due to abnormality of maternal pelvic organs,1
2019,April,Other and unspecified abnormalities of gait and mobility,1
2019,April,Other and unspecified hydronephrosis,1
2019,April,Other gastritis,1
2019,April,Other gastroenteritis and colitis of infectious and unspecified origin,1
2019,April,Other hypoglycaemia,1
2019,April,Other hypotension,1
2019,April,"Other pneumonia, organism unspecified",1
2019,April,Other sepsis,1
2019,April,Other specified cardiac arrhythmias,1
2019,April,Other specified disorders of muscle,1
2019,April,Other specified local infections of skin and subcutaneous tissue,1
2019,April,Other specified pregnancy-related conditions,1
2019,April,Pain localized to other parts of lower abdomen,1
2019,April,Panic disorder [episodic paroxysmal anxiety],1
2019,April,Periapical abscess without sinus,1
2019,April,"Person injured in unspecified motor-vehicle accident, traffic",1
2019,April,"Petit mal, unspecified, without grand mal seizures (epilepsy)",1
2019,April,Pleural effusion in conditions classified elsewhere,1
2019,April,"Pleural effusion, not elsewhere classified",1
2019,April,Pneumococcal meningitis,1
2019,April,"Poisoning: Other and unspecified drugs, medicaments and biological substances",1
2019,April,"Post-traumatic wound infection, not elsewhere classified",1
2019,April,"Postprocedural disorders of circulatory system, not elsewhere classified",1
2019,April,"Pregnancy-related condition, unspecified",1
2019,April,Primary inadequate contractions,1
2019,April,Recurrent and persistent haematuria: Unspecified,1
2019,April,Respiratory syncytial virus pneumonia,1
2019,April,Retained placenta without haemorrhage,1
2019,April,"Secondary hypertension, unspecified (HT)",1
